ra,dec,name
15.075,50.65188888888889,SN 2019kws
7.98,58.70108333333334,SN 2019kwq
8.33,8.966947222222222,SN 2019kcy
54.48,-8.347272222222223,SN 2019itq
39.21666666666667,62.72801944444445,SN 2019hno
24.35333333333333,24.78808888888889,SN 2019hge
0.34833333333333333,-21.343349999999997,SN 2019hcc
21.2,28.901633333333333,SN 2019gqi
35.776666666666664,24.062480555555556,SN 2019gfm
5.778333333333333,33.46060833333333,SN 2019fiy
0.4983333333333333,50.295361111111106,SN 2019eot
57.10166666666667,27.993908333333334,SN 2019enz
17.57,0.500775,SN 2019dlr
51.62166666666667,48.98714722222223,SN 2019cwu
17.898333333333333,65.47958888888888,SN 2019cdt
2.8566666666666665,-16.663238888888888,SN 2019cca
57.255,32.00156111111111,SN 2019bgu
3.78,6.773455555555556,SN 2019J
29.453333333333333,13.177722222222222,SN 2018lzx
39.54666666666667,27.734083333333334,SN 2018lzw
44.038333333333334,56.02902777777778,SN 2018lzv
33.49333333333333,0.05233055555555556,SN 2018lfe
14.988333333333333,48.75771944444445,SN 2018lfd
27.936666666666667,56.39321944444444,SN 2018kyt
23.643333333333334,25.99776388888889,SN 2018jfo
38.95,-20.66225,SN 2018ibb
40.89666666666667,11.777050000000001,SN 2018hti
28.688333333333333,75.81316944444444,SN 2018hpq
58.19166666666667,19.518874999999998,SN 2018gkz
57.29833333333333,-15.631477777777778,SN 2018gft
54.61833333333333,22.081058333333335,SN 2018ffs
30.996666666666666,-17.340880555555554,SN 2018ffj
9.613333333333333,33.483200000000004,SN 2018fcg
55.14333333333333,58.494994444444444,SN 2018don
28.576666666666668,11.618230555555556,SN 2018cxa
43.223333333333336,45.207836111111114,SN 2018bym
2.505,55.59883055555556,SN 2018bgv
10.606666666666667,35.72176944444445,SN 2018fd
7.376666666666667,-64.38361111111112,SN 2017jan
46.75,-27.24885,SN 2017gci
19.093333333333334,46.45391111111111,SN 2017egm
34.715,31.487980555555556,SN 2017dwh
44.43,19.178525,SN 2016inl
30.231666666666666,-10.950502777777777,SN 2016els
2.861666666666667,44.25761111111111,SN 2016eay
10.743333333333334,-10.159838888888888,SN 2016ard
58.845,66.12755,SN 2016wi
59.013333333333335,-26.127933333333335,SN 2016aj
33.693333333333335,0.7259722222222222,SN 2015bn
