ra,dec,name
5.785,-17.427219444444447,AT 2024fff
19.575,-54.98427222222222,AT 2022ryi
14.093333333333334,35.542163888888886,AT 2021lao
45.983333333333334,-33.833486111111114,AT 2020bfw
21.35,12.178241666666667,AT 2019fxy
7.395,10.427830555555555,AT 2017dha
